,x,y,low,upper,weight
0,1.1499119394120116,-1.9723760769973984,25,75,5
1,0.8493106814317124,1.175525199795996,25,75,20
2,0.6365944288400471,1.977058917149388,575,625,10
3,1.343054250425142,-0.8053072172979907,0,50,10
4,-1.4304352599046757,-0.1362399369944817,575,625,10
5,1.185999890421126,2.425885601087756,100,250,20
6,-2.445707646977672,-1.6332685274517529,25,75,10
7,-2.456477877276824,-0.3828745219958285,0,50,20
8,2.336091986004673,-0.8036367031036351,100,125,5
9,2.4859550250512203,-1.4225502975539073,25,75,10
