,x,y,low,upper,weight
0,1.109600290931386,-0.6773978086637018,50,150,20
1,2.4440911882549186,-1.0200210549876858,325,375,20
2,1.242172621027715,0.1018920986462168,25,75,10
3,-2.3020237869186246,1.6551646718453163,125,150,10
4,-1.4995247882738787,-0.9160089240472562,125,150,20
5,-1.912659730866035,0.5236062200546341,50,150,10
6,-0.4363780524327425,-0.2237078133038754,650,725,20
7,1.9657098379183529,-0.5498552261283889,50,75,20
8,0.3801209188116035,2.216682970202214,0,50,10
9,-1.46298049385253,2.2303020387968164,0,50,20
10,-0.1100244009558659,2.370733634701004,0,50,5
11,-2.133683260193128,1.1190893374654287,50,75,20
