,x,y,low,upper,weight
0,2.273845313896193,-4.776877216975619,75,225,10
1,-0.9402978495158854,-2.508301548484374,0,50,10
2,0.9967836048941968,2.7456768781542387,75,125,10
3,-4.551830700295154,-1.4694214575828246,0,50,20
4,-1.7942837134760992,3.8916689629407255,75,125,20
5,-3.4026920545712223,-2.929697728956687,0,25,10
6,3.847930386802428,4.641846556172668,0,25,10
7,3.603565230706499,4.571085677916836,75,125,20
8,0.4116692892297555,3.561376995285574,0,25,10
9,-3.350737345562528,-2.7132623747780515,0,25,5
10,-1.1005769730077877,0.6214225308958534,0,25,20
11,-2.90075949131172,3.81944878748223,0,25,10
12,-2.082935346754171,-0.2530916484300869,0,25,10
13,-0.2358739560158529,-3.2671931481164096,0,25,10
14,0.6053945198376365,1.3795510382841858,75,125,10
15,1.3067923544589242,-4.237896565332068,75,125,5
16,-3.359348050109822,3.845209173832057,0,25,10
17,3.26856711438621,2.660992892858024,0,25,5
18,-0.969438573480426,4.814615634512503,75,225,5
19,0.6917539111458506,0.223565632012912,150,225,10
20,-2.067527589416644,-3.3534420167777865,75,225,20
21,-0.1849679138231783,0.5208991440124002,0,25,20
22,-3.779843294021235,1.9025667148033865,0,25,10
23,0.8182926880701498,-0.1088502519010639,75,125,10
24,4.025825242102549,-2.177824983945804,150,225,20
25,4.093476374847061,0.7222471515883919,150,225,10
26,1.98392722341748,1.047812547968899,0,25,10
27,1.0179743713488725,2.566251748739978,75,125,5
28,-4.596705664699528,-3.611605397065377,0,25,20
29,2.7071566051502973,-2.375557637867731,150,225,5
30,4.094191838530465,-4.089327800810173,0,25,5
31,2.722586264277548,-1.8578078156328104,0,50,5
32,-4.923160534891663,-2.852599483536218,150,225,5
33,2.212487656857692,-4.247301983254284,0,25,20
34,-2.102035977727149,1.7113930977472034,0,25,20
35,-1.53897465061804,-4.691376084501556,75,125,10
36,4.781948331038409,-1.8954777241485956,0,25,5
37,0.322960793157204,-1.7592764773491163,0,25,5
38,0.3431353513805764,-4.989272189217683,0,50,10
39,-3.479752827656956,2.9825009255079395,150,225,10
40,-1.914146762017736,3.8620966552782896,0,25,20
41,-4.722875414670452,2.4999749923896992,25,100,20
42,3.418722339334874,1.96707695212514,150,225,20
43,-3.729720950432193,1.465609487294575,75,125,10
44,-4.590192872607501,-0.0101116389665065,25,50,20
45,-1.6293718878394703,-1.88453167681353,25,100,20
46,2.009175188160546,0.070191148139612,150,225,20
47,-0.8467062003898391,-1.6713363044941367,75,225,5
48,-4.03457470815857,3.372075912397369,150,225,10
49,4.652327551676818,1.9681544439447247,25,50,5
