,x,y,low,upper,weight
0,9.177795889966902,-15.088353619007409,325,375,5
1,15.645035253774893,10.899910659847638,50,75,20
2,-18.584270407647654,14.816382208381029,325,375,10
3,6.133726233391382,-10.46353955645322,25,50,5
4,1.8530033069502068,6.494204028840773,50,75,5
5,18.502047444558485,15.725869059344852,150,375,5
6,2.83931480661807,19.685617136970308,150,375,5
7,6.706677374711184,-13.818718979752076,50,75,20
8,9.645551199658463,-2.1515902759031214,150,375,20
9,-3.5517923942303438,3.901118905358885,0,25,20
10,11.974599502045963,-15.53142648235649,25,50,20
11,3.5728285691102712,-1.3537320106912674,0,50,20
12,-4.30079210597504,-15.538444835771005,50,150,10
13,1.841679009263096,-7.726792109907731,50,150,5
14,-14.391852709122729,2.69509180472264,50,150,20
15,15.849132106452394,5.954362043383142,0,50,20
16,-0.0580758012365159,1.6648796701155923,50,75,20
17,-15.128747385910778,16.31689662134859,150,200,5
18,-12.50070164026086,10.354319311664234,150,200,10
19,13.425676205637243,17.53122927322596,50,75,20
20,-11.904158446288369,-13.690399698740944,325,375,5
21,-5.675827492925736,16.380498677191014,0,25,5
22,7.155809240855614,2.9613603728008755,0,25,5
23,-0.0008715937672718,-2.657770051194124,0,25,5
24,-14.781447230420754,-15.775816073299552,25,50,10
25,7.8852074528002305,-15.286530752681251,150,375,10
26,13.140737575071476,18.40517695444592,0,25,10
27,15.637435947354966,18.81062113498677,50,150,10
28,-6.224388515200086,13.452875258727056,50,75,10
29,11.966968851008115,-6.724760321047437,0,50,5
30,0.9105733568050702,-14.42226177475478,50,75,10
31,-1.1242272970170362,-9.482969605319472,50,75,10
32,-3.755708170398165,3.275468630420569,50,75,20
33,-8.928508507298499,2.3253083580420477,0,25,20
34,15.184627091742932,18.784421767984888,25,75,20
35,8.343734759870692,12.680162730521715,25,75,5
36,-17.751401404678898,-10.991661879816233,0,50,20
37,6.683046418558682,-10.205422505018124,150,375,10
38,6.845662052277582,17.93566553878545,0,25,5
39,-16.07620969950228,-15.581236883193892,0,25,10
40,-19.77447238906569,-17.41329096407787,325,375,20
41,-14.307779847676144,-18.562059714814573,50,75,10
42,-15.628217150359266,-5.480135088758953,0,25,20
43,-12.559027235800748,1.794833727623228,25,75,10
44,-6.377428143537918,18.928184765971665,0,25,10
45,-1.648766214889367,1.7681205306782817,325,375,10
46,-0.2004348764526042,-16.642475955776213,150,200,20
47,-17.11616691829377,6.638091854091456,0,25,10
48,-18.37351208361859,-1.9224784538074324,150,200,10
49,5.760515917709288,5.770759656316823,25,75,20
