nan nan nan
40.0 60.0 1500.0 40.0
6.851097926516221 -10.280282271763053 25.0 50.0 10.0
-4.990399303221878 10.418495693035556 250.0 250.0 10.0
10.546260224851547 9.612152963064656 250.0 500.0 10.0
-2.315767874040768 -13.879277394443845 250.0 250.0 20.0
-8.665519440505934 -13.753162585244157 500.0 500.0 10.0
-2.602391934796934 6.2725786175076905 100.0 100.0 5.0
5.736949184553048 3.891861334639067 500.0 500.0 10.0
14.567758173387205 3.502376112472924 250.0 250.0 20.0
-6.330613632824543 4.802563210531272 500.0 500.0 20.0
-7.822992293563246 -4.15187889229561 250.0 250.0 5.0
-5.253492280617047 0.6189975835195227 50.0 100.0 20.0
-12.389196048752437 -12.768180228513833 250.0 500.0 10.0
13.45794768112475 -13.795803321354402 0.0 25.0 10.0
-8.839026275289672 -1.3636957822208284 250.0 500.0 10.0
-6.823416789540049 1.821666969428005 0.0 25.0 10.0
-0.0956575732771991 4.633008919197319 0.0 25.0 20.0
6.460188672670746 -12.94944435057324 500.0 500.0 10.0
-6.832337317805312 7.409136343678117 250.0 500.0 10.0
-3.392634004123071 7.336926119128641 0.0 25.0 20.0
3.2897814963104786 7.942652320109104 50.0 50.0 5.0
2.928682649575059 1.5795776848757832 500.0 500.0 5.0
2.89198166459688 1.4735423621989376 500.0 500.0 10.0
9.693959502015826 6.648853719015879 500.0 500.0 10.0
-2.632549721576233 11.919773255650714 0.0 25.0 20.0
6.216642230430203 -7.763138368426308 0.0 25.0 10.0
-1.199212954808722 7.386392255513286 0.0 25.0 10.0
13.036194093186923 6.9375634312543575 50.0 100.0 10.0
-14.971481548640316 -3.5837960480626627 50.0 100.0 20.0
-13.340548438998558 -6.044850726275339 50.0 100.0 10.0
-14.948472865186735 12.130463186182176 50.0 50.0 20.0
2.82187547537842 -7.660846107430138 250.0 500.0 5.0
-10.489642199150804 -1.091981512835391 500.0 500.0 10.0
-14.270364121353415 7.14474060433027 50.0 50.0 5.0
-7.565679999363933 13.751344186878477 250.0 250.0 5.0
-1.7565272049831189 9.4165928899649 500.0 500.0 5.0
-2.024664081094649 -8.01209559784461 25.0 25.0 10.0
-14.534735374982224 -5.605147674256205 250.0 500.0 10.0
13.337466230213384 14.455274300602523 25.0 50.0 10.0
1.688243079977326 3.8415408542595273 50.0 50.0 10.0
-3.386949228851261 10.818471002402164 25.0 25.0 5.0
8.17179637718959 -4.114094501992739 50.0 100.0 5.0
5.736404463897394 1.167917524151978 50.0 50.0 20.0
-13.298207753639645 -6.712884763920625 500.0 500.0 20.0
-7.733997220150977 5.546491892913419 250.0 250.0 10.0
11.397360009278042 -11.487239113083094 25.0 50.0 20.0
11.206099637348329 -11.445918963148909 25.0 25.0 10.0
-11.274925317306904 -8.468414741027829 50.0 100.0 10.0
5.578704199165145 3.678093145252337 0.0 25.0 20.0
13.181470966963452 13.718882118766864 100.0 100.0 20.0
11.956871310210438 -10.501637814092708 50.0 100.0 10.0
13.604832529140984 -1.2269906568891835 250.0 500.0 5.0
-9.32977622907262 -2.585130114073408 0.0 25.0 20.0
12.5771900309919 -10.958557488492245 50.0 100.0 10.0
-8.106340824772094 -11.9532576666942 50.0 50.0 10.0
-11.122532724344255 13.15481229385652 100.0 200.0 20.0
-3.669828645172904 -9.049055059308184 50.0 50.0 10.0
-9.553286829733002 -1.6326326878242554 25.0 25.0 20.0
6.69872463021359 -10.190887411424612 50.0 100.0 20.0
12.826353290308344 -11.497709591241104 100.0 100.0 20.0
13.738120074322552 12.730965734972497 0.0 25.0 20.0
5.530404777989954 -4.0996857536816105 50.0 100.0 10.0
7.937791318597071 14.82273522722135 50.0 100.0 10.0
