nan nan nan
40.0 60.0 1500.0 40.0
1.110496183159242 -2.372841692365053 500.0 500.0 10.0
-1.2580150535084644 2.250991042615392 50.0 100.0 5.0
0.5620486976263828 0.1435624790134699 250.0 500.0 20.0
1.2234223950003842 1.8227097724334724 50.0 50.0 5.0
-2.053545012698363 -1.2320140460785134 500.0 500.0 20.0
1.0450881812452644 2.343656826607313 50.0 50.0 10.0
0.2967478737931412 1.74496858050124 500.0 500.0 5.0
-2.46589436995549 -1.768366701464856 500.0 500.0 20.0
2.4235869474940586 2.038453663996965 500.0 500.0 5.0
-0.4863374442405899 -1.7397613481111065 500.0 500.0 10.0
0.2853767631316768 -1.3033654361661406 25.0 50.0 10.0
-0.8817716512314617 -1.8877750979116348 50.0 50.0 10.0
