2.0 2.0 60.0
40.0 60.0 1500.0 40.0
4.563815048766058 -0.0717459797032979 100.0 200.0 10.0
-8.518507901761051 -6.138384595055275 250.0 500.0 20.0
9.75133584350636 6.241420751930647 500.0 500.0 10.0
4.354370022963456 -9.923031700625296 25.0 50.0 10.0
-3.5609317646161287 -7.904754568704407 0.0 25.0 20.0
6.434079798977066 -3.098483943918704 0.0 25.0 5.0
0.892129084798496 -5.280131650150974 0.0 25.0 5.0
7.438255315730281 7.208963607684375 100.0 200.0 10.0
7.605726796720482 3.914626031841843 500.0 500.0 20.0
-9.12190039415659 -6.8876657138987145 50.0 100.0 20.0
-5.083933141451425 -4.89093866085174 0.0 25.0 5.0
6.732889531651711 3.5153378871889256 500.0 500.0 20.0
-2.507641499305551 -9.43519874762032 250.0 500.0 20.0
9.638395003098402 -3.750086116890056 250.0 250.0 20.0
9.22555259401847 -2.1410721303862523 50.0 100.0 10.0
-1.3951615919948743 6.440588176005878 250.0 500.0 10.0
-4.970568862018709 -0.2105296752617249 0.0 25.0 5.0
-0.7199779035821052 -2.2637461531172898 25.0 50.0 20.0
5.069676516485444 -5.156362048665226 0.0 25.0 5.0
-5.22675442325538 8.050015932419395 250.0 250.0 5.0
