nan nan nan
40.0 60.0 1500.0 40.0
4.427651649084172 -2.364263736168917 250.0 250.0 20.0
-5.798360643842955 -3.3322299872341343 100.0 200.0 20.0
-6.869822137049935 -0.0924761698221701 50.0 100.0 20.0
8.486550967320625 4.610117778346623 25.0 25.0 10.0
0.6501438380215134 0.1280260662092871 50.0 50.0 10.0
-3.1436150608926283 0.2538167075167195 250.0 500.0 20.0
9.456975185442303 -4.518948574923336 0.0 25.0 5.0
1.0420892501130723 -7.577282306406284 0.0 25.0 20.0
-3.0011086689430506 -8.994516146704939 25.0 25.0 10.0
2.428362323316275 -3.43803120191766 100.0 100.0 10.0
-5.184911572873972 -6.427876312767018 100.0 100.0 20.0
-3.557672050289278 0.5587302763632547 100.0 100.0 5.0
