2.0 2.0 60.0
40.0 60.0 1500.0 40.0
1.1588700421267029 1.073184266425221 0.0 25.0 10.0
-1.171751661696312 -1.114353377138383 25.0 25.0 5.0
-1.164645252208108 2.393762646316114 250.0 250.0 20.0
1.5975160696152262 0.8701434160545358 0.0 25.0 5.0
-1.9706376531611245 1.7037086936813326 0.0 25.0 5.0
0.7634799056037922 0.6263921136493811 250.0 500.0 5.0
-0.1144475651549674 -1.9465042913773736 250.0 500.0 10.0
-1.772519583486218 2.4320100540872494 100.0 200.0 5.0
-2.2292478016765798 2.414069936820657 100.0 100.0 20.0
2.252385148641588 -1.1231841666331366 25.0 25.0 10.0
1.6370402199054075 0.2952834704093305 100.0 100.0 20.0
1.7214541896172175 0.7415459877733759 100.0 200.0 20.0
1.7711221294040955 -1.1688166474557848 500.0 500.0 20.0
-0.2457981509251339 -1.7327431051401638 100.0 100.0 5.0
-1.5660968573414389 1.242316223290414 25.0 50.0 5.0
1.3081580158095123 -0.1494296544497637 25.0 25.0 20.0
0.1441657524349979 -2.164796979795682 50.0 100.0 20.0
0.6454369434682588 0.4499165649937464 25.0 25.0 10.0
-0.3897433925436173 -1.0508606913085727 100.0 100.0 10.0
0.7930202668760633 -1.762068317824157 0.0 25.0 10.0
