2.0 2.0 60.0
40.0 60.0 1500.0 40.0
2.281011855672591 1.659570968355509 25.0 50.0 20.0
-0.5571477836229501 3.6597955303634784 100.0 100.0 10.0
-4.444208080339682 3.079039921092265 250.0 500.0 20.0
3.651738904068525 -0.1290609509008033 25.0 25.0 20.0
3.77355434211642 1.3636279866906662 500.0 500.0 5.0
0.2592919873772326 1.630707421487969 100.0 200.0 5.0
-0.2870616073440537 0.3912578556252031 100.0 200.0 20.0
-1.849268134261016 4.822993279178654 0.0 25.0 20.0
-3.2406024813106016 2.135542396631976 100.0 100.0 20.0
4.462406902321378 -4.473769470041434 50.0 50.0 5.0
2.06263219068094 1.2286296659354692 0.0 25.0 10.0
-2.885466768630004 -0.2354666955342796 0.0 25.0 5.0
0.8762775953333781 0.2229014183380195 0.0 25.0 20.0
-1.29803262728878 2.414718042702596 100.0 100.0 5.0
3.056400428092248 -1.9094152593610236 50.0 100.0 5.0
3.969571809389184 -0.9417270957009504 100.0 200.0 10.0
-4.804624833131629 -2.999656680362366 100.0 100.0 5.0
-4.401260317868275 -2.93266574662346 500.0 500.0 5.0
4.367696388051261 4.909907443646308 0.0 25.0 5.0
-4.468362509975864 4.7137367116413085 250.0 500.0 5.0
