nan nan nan
40.0 60.0 1500.0 40.0
2.2639913189536465 3.873006323303113 25.0 50.0 5.0
-0.2171294136360906 1.5105648563411205 500.0 500.0 5.0
-1.5218528651621224 2.2873027686202594 50.0 50.0 10.0
1.6682613731015596 1.687582733970686 25.0 25.0 20.0
-0.7000612448067791 2.3677256033077807 500.0 500.0 5.0
4.062080167146425 2.0497451519290086 100.0 100.0 5.0
-4.216455770257771 -2.0135942972242447 100.0 200.0 20.0
2.351211070283929 -2.0252874973355817 250.0 500.0 20.0
2.933542973722747 -4.478100412939274 250.0 500.0 5.0
-4.093810444259029 -4.0425651187909 25.0 50.0 10.0
-0.4499900014881692 1.036512682963478 100.0 100.0 5.0
-1.671786966372628 1.8949573531125103 500.0 500.0 20.0
1.3481468951283526 4.0924175122347375 0.0 25.0 20.0
2.4745943287431293 3.920178666484235 50.0 50.0 10.0
3.485261302855289 2.1518796044140918 500.0 500.0 10.0
2.6454708647001377 -0.0201294370632449 25.0 25.0 5.0
1.1279075265451637 2.006899648843582 50.0 50.0 10.0
-1.1854202966490313 2.8522738201682865 250.0 500.0 20.0
-0.8079991455864945 -2.816410770684541 25.0 50.0 10.0
0.286913990188208 -2.2004196583554894 500.0 500.0 20.0
4.888717420319972 2.766590071485832 500.0 500.0 5.0
-1.3339297158453176 0.5506172026019307 500.0 500.0 20.0
-0.7910062730361336 1.588849005613092 25.0 25.0 10.0
2.514102248022269 -4.190958255685697 250.0 250.0 10.0
-4.02056359260497 -1.7679371784161733 25.0 25.0 10.0
-1.4133097477145815 -1.017636448660979 50.0 100.0 10.0
-0.3775435842273484 -0.2168961968252647 0.0 25.0 10.0
-2.973557407755484 -3.67289781983249 100.0 200.0 5.0
-4.746561849732868 4.791739596972636 500.0 500.0 5.0
0.3971373496845594 1.2053969955371464 500.0 500.0 20.0
-2.7522414813985465 4.374959767523034 250.0 250.0 5.0
-1.0582800717279706 -3.351621644642212 100.0 100.0 10.0
4.9104666726445885 1.913220682472529 0.0 25.0 5.0
-3.053131353163303 -3.0783855111463385 100.0 200.0 10.0
-3.618562887126592 0.2839218988394396 25.0 25.0 5.0
-2.403061274204531 3.2879463636117574 250.0 250.0 20.0
4.408808751760784 -1.922572741200176 250.0 250.0 20.0
-3.7999004904233855 1.6630222784342583 500.0 500.0 10.0
0.1235231584469893 -1.259057996521876 50.0 50.0 20.0
4.169477420969843 2.3588447012035463 50.0 100.0 10.0
3.447774350234665 -0.9044420044574526 50.0 50.0 5.0
-1.357885799651647 4.610643994383796 500.0 500.0 20.0
1.2701807455612402 -3.828217990121124 500.0 500.0 20.0
-4.881442976492338 1.0823881946063985 25.0 50.0 20.0
-2.979505599296072 3.808856277416407 0.0 25.0 5.0
3.005889529526673 0.0462429674225752 0.0 25.0 5.0
-2.223341333588217 2.9631872099551675 50.0 50.0 10.0
-3.552980467168061 -4.568703955428942 0.0 25.0 20.0
-2.462973071971625 2.171191267550729 100.0 200.0 20.0
-4.680968964739733 -2.563145323091259 250.0 250.0 20.0
-2.209445019090126 -2.888126327211692 25.0 25.0 10.0
3.783420708143172 -1.0943680250258958 500.0 500.0 10.0
-0.9822211148617788 0.7144504981244015 0.0 25.0 20.0
-3.728978531680687 -4.847866572953868 0.0 25.0 5.0
-0.7446071370090381 -2.243672628063897 50.0 50.0 20.0
3.284435329755196 -2.558444035104351 25.0 25.0 20.0
-1.6427624814545272 0.3967461490201431 25.0 25.0 20.0
1.900781358429937 2.8145115376440524 500.0 500.0 5.0
-0.9154890687775908 3.5914156969082693 25.0 50.0 10.0
-1.6424261658872186 -4.547110126393652 500.0 500.0 10.0
-1.3419827015113484 1.833432555805567 0.0 25.0 10.0
2.604543524740758 -2.717830217169745 100.0 200.0 20.0
-3.0947364811437925 1.1658121683724731 0.0 25.0 5.0
-2.79578751684062 -1.994505500227849 0.0 25.0 20.0
-0.3647831742245842 2.910936660674529 50.0 100.0 5.0
-4.535961971351399 -2.735178612602882 500.0 500.0 10.0
-1.626463975772705 -1.937766313461279 0.0 25.0 20.0
-3.8170649436017694 4.124459788510302 500.0 500.0 20.0
0.0910896641307932 3.783401629866191 250.0 500.0 10.0
4.894991517791134 1.5723086122055534 50.0 100.0 20.0
3.058571243678172 -4.039511400911399 500.0 500.0 5.0
3.993188673350055 -3.765893080302076 250.0 250.0 5.0
-2.539972764594103 4.252141923928269 250.0 250.0 5.0
-3.3840617955084418 -4.003989635975303 50.0 50.0 10.0
1.8981079536084708 -1.416660760566173 0.0 25.0 10.0
1.679250244634466 0.7308036931434607 100.0 100.0 10.0
-0.5761459988354964 -1.472088167518768 250.0 250.0 10.0
-0.0626572978271617 3.823064778615125 0.0 25.0 10.0
-0.7761671407633681 -0.4748233743758661 100.0 100.0 10.0
3.4545063083898637 4.688591347975869 0.0 25.0 10.0
2.597435303176563 2.375985610838268 500.0 500.0 20.0
3.371036582386541 4.98340178516658 100.0 100.0 20.0
4.3571458355678025 4.963506798363861 100.0 100.0 20.0
3.3460457304912588 3.6976251259315056 50.0 50.0 5.0
3.2845986823824784 -2.355949514920229 25.0 25.0 5.0
-1.4400327631539578 -1.1704099520672573 25.0 50.0 10.0
-2.224765488239676 -3.746749935264072 0.0 25.0 5.0
2.659564449002069 -4.164573284106413 25.0 50.0 10.0
-4.695634676433099 -0.8270871018886687 50.0 50.0 10.0
-2.4717419241114347 -4.450505216709775 500.0 500.0 10.0
-3.152534574046077 -2.5961470758842022 250.0 500.0 20.0
3.2645820393425424 -3.2290517928448126 0.0 25.0 10.0
-0.1125030843457359 -0.9099840149514948 0.0 25.0 5.0
-1.7484171799190773 1.2117501030061977 50.0 50.0 5.0
-3.857915476503544 2.4392126017696123 0.0 25.0 10.0
1.6999725588663577 1.001451053178647 0.0 25.0 20.0
2.643352190678981 3.485769842550249 50.0 50.0 10.0
3.547851128254102 1.4440420839186183 0.0 25.0 10.0
-2.696768456576626 -2.3595864804157607 250.0 250.0 5.0
-0.9001939799390684 4.222195053962389 0.0 25.0 10.0
2.5970585803541706 -3.527304290311841 25.0 50.0 10.0
-1.7117928734113663 -1.255795573325825 0.0 25.0 10.0
3.4982670265911846 3.671277119539553 50.0 100.0 10.0
1.939503845132703 1.8289405607648304 250.0 250.0 20.0
-1.7030057036269008 -3.37261973944464 100.0 200.0 10.0
-0.0716592357550469 -1.575871582842522 25.0 25.0 10.0
3.435410827877853 2.5867228792545878 100.0 100.0 20.0
-1.3976951997955087 -1.4467357242856371 0.0 25.0 10.0
-4.007415812795356 0.8152448514924684 50.0 100.0 20.0
-2.63988867501354 -1.813517354242642 500.0 500.0 10.0
-0.0483055578699076 4.723943276322348 0.0 25.0 5.0
-3.233952704916371 4.230685889590644 0.0 25.0 20.0
4.882407210714376 0.3981248800532189 25.0 50.0 10.0
3.08348242424308 -3.665751778582688 500.0 500.0 20.0
-1.828775314834016 0.4763905407649478 50.0 100.0 10.0
-3.389741413636504 0.7016087615268116 250.0 500.0 10.0
4.432617683279652 4.8246638005639415 100.0 100.0 10.0
3.698772291411368 3.613063594511436 25.0 50.0 10.0
-1.766238960487133 1.950575717149688 50.0 50.0 10.0
4.843562134235155 4.845071585894589 100.0 100.0 5.0
-1.2343231963741763 -2.396481556484414 250.0 500.0 5.0
3.719213600444157 3.686384278458052 25.0 25.0 5.0
-2.406396538869109 -0.4943192930816682 50.0 100.0 10.0
4.551393501760121 2.745314250121948 100.0 200.0 20.0
3.119399443272581 -0.3406232436245737 250.0 500.0 10.0
-2.296172755427756 -2.7565464787366545 50.0 100.0 10.0
-2.111204062965584 -1.8240175286342697 250.0 500.0 10.0
-4.13596961546029 -0.0088457673411781 50.0 100.0 10.0
-2.62368849027537 -4.928211065606112 250.0 250.0 20.0
-4.289391658475355 4.740085640628513 50.0 50.0 10.0
1.3806388647713232 -1.023910232203197 500.0 500.0 20.0
2.444935206159061 3.1081773408869893 0.0 25.0 20.0
1.6633198940634897 4.196809929749747 50.0 50.0 10.0
-2.929974860200415 2.7722634382307545 250.0 250.0 20.0
1.9635167357653511 0.0889927913909236 250.0 500.0 10.0
-1.2005905401580752 -2.8762602657639413 500.0 500.0 5.0
-0.97830373046091 -0.828544798321138 25.0 50.0 20.0
-2.521170142589162 -0.9174544046412176 25.0 50.0 20.0
-4.254963124309478 2.9369243071633804 0.0 25.0 20.0
3.403561807973025 4.264783393173959 50.0 100.0 5.0
0.1473718354347521 -3.199031260989055 25.0 25.0 5.0
4.414181527615153 1.1992884457453885 50.0 100.0 5.0
-3.803518597453985 -1.8649648222496449 25.0 25.0 20.0
2.653586288703468 -1.211537573631296 50.0 50.0 10.0
-4.798454386091246 3.82890432368986 25.0 50.0 5.0
-4.131916689687606 3.7086798159170975 0.0 25.0 5.0
-1.126428715155564 -3.672120555859959 50.0 50.0 20.0
0.6353568136211134 2.945584462852379 250.0 250.0 20.0
-2.308395562832666 -0.4099827214373821 50.0 50.0 10.0
-2.5978699777125347 -0.8404152904565212 50.0 50.0 20.0
0.7075425744192216 -1.091284260621789 0.0 25.0 20.0
-0.285670164646957 -0.92313801171327 50.0 50.0 5.0
-4.577643661397338 1.04597124429125 500.0 500.0 10.0
2.522569686090077 -2.398795450580349 100.0 200.0 5.0
-1.133463472515206 3.621617212138652 50.0 50.0 5.0
-3.0542371408018387 2.841978170184544 250.0 500.0 10.0
3.5175757832738643 -4.796144410455021 50.0 100.0 5.0
1.3756767878724343 -0.246452034574764 100.0 200.0 20.0
4.187300261188142 0.0463965911751582 25.0 25.0 5.0
1.3052439559125115 2.5814630742674503 50.0 50.0 20.0
4.511861408283355 3.917515913164316 500.0 500.0 5.0
2.763438510783489 -1.189285008895112 25.0 25.0 20.0
4.1772014474247285 -0.0336563660597128 250.0 500.0 20.0
-3.260466010719125 -0.188614736150809 100.0 100.0 10.0
0.5128063475542657 -3.928302287197132 50.0 50.0 5.0
4.479552826332711 -4.123007789821177 250.0 500.0 5.0
0.5865548832503489 -2.3812266052510567 0.0 25.0 20.0
-3.962278665042791 -4.149147699760803 50.0 50.0 10.0
2.4334818115612418 2.14900135740172 25.0 50.0 5.0
-3.0342593956082817 4.035763099814272 250.0 500.0 5.0
-3.448738242547188 4.828388367224839 50.0 50.0 5.0
0.5226893140913642 -0.4176723307470951 25.0 50.0 20.0
1.295231612334624 -3.820349475835256 0.0 25.0 10.0
-4.711632355985541 -3.948772762335645 0.0 25.0 20.0
-1.6942393552920445 -3.976546616557268 250.0 500.0 20.0
0.5628959692130353 1.344756608742399 500.0 500.0 5.0
-3.3992190135007414 0.0740722373897195 100.0 200.0 10.0
4.435381765976553 0.7029355997375664 500.0 500.0 20.0
-3.533707015965173 -1.865218145843852 250.0 250.0 20.0
1.904466107867143 -2.040492978870736 25.0 50.0 10.0
-3.222343934436526 -4.661709032153169 100.0 200.0 20.0
2.933561614272512 2.7531362121507907 500.0 500.0 10.0
1.884478198672628 0.3775347657208696 0.0 25.0 5.0
2.8235965825761324 3.8891218201551823 50.0 100.0 5.0
-3.308082802792134 -2.827867007091556 0.0 25.0 10.0
-0.2139238020046203 1.5469326154574636 100.0 100.0 20.0
1.0712041943265014 -1.0841667467219085 250.0 250.0 10.0
-2.9007272045275867 3.528882786356052 50.0 50.0 20.0
-2.767795149024815 -4.049754884750479 100.0 100.0 5.0
-0.2696399835238328 3.2452553650682923 0.0 25.0 10.0
-3.809171756106855 1.4101827385404553 250.0 250.0 20.0
-2.193700517660997 -0.3688101199326388 100.0 200.0 10.0
1.9640969907742452 1.0859254304386248 0.0 25.0 20.0
1.8162981797476387 1.6906454501774366 250.0 500.0 5.0
4.625691313404305 -3.552290399243541 25.0 25.0 20.0
-3.071357874726135 2.8627498279789245 0.0 25.0 5.0
-4.145220819203443 2.277765621878949 100.0 200.0 20.0
-3.69527452685984 2.9058507487812566 250.0 250.0 10.0
3.1109445625894363 2.855210008324188 500.0 500.0 5.0
-4.206917653260782 -2.5054214719068746 0.0 25.0 20.0
