2.0 2.0 40.0
40.0 60.0 1500.0 40.0
4.642646710283209 -9.270814599956376 250.0 500.0 10.0
5.696143717130912 1.7106838683175436 100.0 100.0 20.0
9.90042730593369 9.90841333017926 250.0 250.0 20.0
-5.406366266187028 4.82093446892339 0.0 25.0 5.0
7.685287889982856 4.286793798475268 50.0 100.0 5.0
6.715903515352014 -2.9340263949578205 500.0 500.0 20.0
5.407217745233648 7.963394282954653 50.0 100.0 20.0
-2.542911698912384 -0.0200521823891826 50.0 100.0 20.0
7.430736724730103 8.230445297640642 50.0 100.0 20.0
-3.177315306561357 3.746756536227295 25.0 50.0 10.0
