nan nan nan
40.0 60.0 1500.0 40.0
4.476025508051633 6.081762520644581 500.0 500.0 10.0
-5.7120972520308015 -6.697574481493716 250.0 500.0 5.0
-3.5965162358960363 2.1577239229746663 250.0 250.0 10.0
8.860644641935469 3.6575514219676855 50.0 50.0 5.0
0.7330511230529453 -6.9362511195250605 0.0 25.0 20.0
-3.4252233365341 8.536552143570397 0.0 25.0 5.0
9.045779821000004 -8.210421372296144 0.0 25.0 10.0
1.7354641110881488 6.623094449145825 250.0 500.0 5.0
-2.653943120090465 1.3811002751303647 0.0 25.0 20.0
-4.832915083801545 -7.821454094945494 25.0 50.0 10.0
6.166751734888148 -4.829227480697353 0.0 25.0 10.0
-5.954446209440598 8.188051511059879 500.0 500.0 5.0
