2.0 2.0 60.0
40.0 60.0 1500.0 40.0
2.315052631087257 -2.767299592528085 50.0 100.0 5.0
-1.2371846726082802 -2.041743121591807 50.0 100.0 5.0
-0.2889185106948027 4.662514077024664 50.0 50.0 5.0
-2.3813063320207672 -3.762348171632172 250.0 500.0 10.0
2.720785515962815 -0.6445670975319517 250.0 250.0 5.0
2.653715627838851 0.7926322586291139 25.0 50.0 10.0
-2.428273132505004 -4.799037987687512 100.0 100.0 10.0
-0.2502266923625198 -1.4804451677928765 50.0 100.0 20.0
4.411106310599475 -4.637171984225523 100.0 100.0 20.0
1.574841148447356 4.663821827457497 250.0 250.0 5.0
-2.912123126957619 1.6128642279259005 0.0 25.0 20.0
4.687173626855243 -4.496314941839476 250.0 500.0 5.0
-0.0674607062333487 2.4838692305445846 50.0 50.0 10.0
1.156713311635789 -0.5962030558490667 250.0 250.0 10.0
2.1986789765893864 -0.0320051359228648 100.0 100.0 10.0
-3.382226301232726 -2.7849227109995844 250.0 500.0 5.0
3.330310149491563 -3.0127693387742607 500.0 500.0 10.0
-0.8329408073415987 -4.502544880206951 50.0 50.0 20.0
4.719087604338382 0.3625441703312262 100.0 200.0 5.0
-3.978915957338842 -1.4579506973767051 100.0 100.0 10.0
