2.0 2.0 60.0
40.0 60.0 1500.0 40.0
4.560232075901084 6.710029853125334 25.0 25.0 10.0
6.289917065292478 0.7775670145324103 250.0 500.0 20.0
-7.528168164865088 6.074738932438411 0.0 25.0 20.0
-9.74741470471258 9.406788195045303 250.0 250.0 20.0
-1.344850866918195 -6.640733782556154 100.0 100.0 10.0
-5.396911849468133 9.62131362987058 25.0 50.0 20.0
-2.040374918128263 6.845163072651786 500.0 500.0 10.0
5.164671849202428 -7.916990490969759 25.0 25.0 5.0
-0.5681373180093381 4.62754355468606 100.0 200.0 20.0
6.971527407395652 8.992587833732976 500.0 500.0 20.0
-6.665537797801595 9.80545762261684 250.0 500.0 20.0
1.7252430958050464 -4.45720437130282 0.0 25.0 20.0
6.012751880639062 -9.673195281004377 100.0 100.0 20.0
5.169474189723253 -6.591041414276335 25.0 25.0 5.0
3.000049416373745 -5.496588907057842 100.0 100.0 5.0
-2.726551170448392 9.792503143167096 250.0 500.0 20.0
5.752069529492195 8.211903251835487 0.0 25.0 5.0
3.114936036062556 -9.466916833376548 250.0 500.0 20.0
-7.598890666257176 4.795992121273677 0.0 25.0 5.0
7.353303787305478 -9.195069383877383 250.0 500.0 5.0
