,x,y,low,upper,weight
0,2.249658384412463,1.0001096546176322,125,225,5
1,-0.983429694433574,-0.8256293013545832,0,50,5
2,-0.6398694946943628,1.6205766827442067,50,125,10
3,-4.738877537602575,-0.9931382793933564,0,25,10
4,-1.8357375050034277,-2.5761924441921003,0,25,20
5,-3.261887767738875,2.928934553016473,50,225,20
6,4.05352806902358,-3.5124171941525404,0,25,20
7,3.2568779492305726,-2.5291028488708287,25,50,10
8,0.2380866638150749,-1.6264310666204649,0,50,20
9,0.2799013579963834,-0.5215509282641335,0,25,5
10,3.223591224099541,-0.1779018851389793,125,225,20
11,-1.7023725607476714,0.004788170133918,0,25,5
12,-4.570278989046744,3.1404310806753006,0,25,20
13,4.598911820300595,2.5563559868229984,0,25,20
14,-1.4167508116771552,-1.2701876512838792,50,225,5
15,-2.6800877471371565,3.3875319216977413,25,100,20
16,4.018461241600392,-4.303368642767573,50,225,10
17,4.154234716871553,4.039591397154476,0,25,5
18,-1.4822690686498663,-3.0069945379637595,50,225,5
19,0.6071469814432486,-1.180761817612285,0,25,5
20,-3.1749263644394365,-1.967908885326266,0,25,10
21,-4.823328700604792,2.4120254097416582,0,25,10
22,4.46548385802677,0.2234414963415778,0,50,10
23,1.3443704821175515,-4.674024321090209,0,25,5
24,-2.997128980710219,3.373717743712559,0,25,5
25,-1.2413622354363851,-2.6392852946579524,50,125,10
26,4.369407981835774,3.398073010028032,25,50,5
27,-1.5066944732656316,1.7974301752513089,25,50,20
28,1.399101732116116,4.287514187941245,50,225,5
29,-0.2356179851789166,-4.495032642147723,50,125,20
30,-1.801599105391476,-4.222439984071599,125,225,10
31,-2.012267456007668,2.6573763409741424,0,50,10
32,-3.5133478918164665,0.6635044925708842,50,125,20
33,-3.4394861955511447,2.258220429023341,0,25,5
34,0.539216140200435,-1.7923999263054575,0,50,5
35,-2.7508238118895134,2.166960941966842,0,25,20
36,3.8660598664162062,2.583470843268141,25,100,20
37,-3.4331532936336284,4.822729518934182,0,25,10
38,-4.741367466559986,-2.1969283023311426,125,225,10
39,-1.9770966815666635,2.360799514324192,0,50,10
40,0.3378414632413227,3.071501722560118,50,225,5
41,2.6275539113059097,1.3170718368455878,0,25,20
42,-2.7640616268409945,-4.985010633388417,0,50,20
43,2.534234103604107,-0.3841154903026202,0,50,10
44,-2.454869646667599,-4.272644867384989,0,50,20
45,-4.797366387470375,1.036460780777614,25,50,20
46,-3.834274293573751,-1.9197277040477791,25,50,10
47,-2.0348341222228337,4.853306923771575,0,25,10
48,-3.8133706378773,2.2426315944862942,25,100,5
49,-4.62030894585941,0.8458732924092436,125,225,5
50,-2.5690009601722164,-0.1456751881032083,0,25,10
51,4.251308780294149,2.372789694237348,125,225,5
52,-0.2001249905795843,4.799761915709455,125,225,10
53,3.706028823831735,2.7059899127944838,0,25,20
54,-4.9534042589216,2.026428997943106,0,25,10
55,0.1991347434456987,2.320034283866277,25,100,20
56,3.1148131135733674,-1.6461940735448213,25,50,20
57,-0.1589472338525048,-2.6680528336341505,0,25,20
58,1.6729179074472036,1.7179502843563546,0,25,10
59,2.9235378166620656,1.7868785860455514,50,125,10
60,-0.022310673032317,-2.2029352080578315,25,50,20
61,-1.971010581561168,-1.015097056222478,125,225,20
62,0.6999796498049173,-4.536643348842761,0,50,20
63,-4.394291118129393,-0.4557309415019492,0,25,20
64,-4.154750389028523,-4.99349496153552,25,50,10
65,3.391914447970977,-3.603587128068626,125,225,5
66,-4.598236987735426,-4.425952653196657,0,25,5
67,-1.4286799338455802,-0.5919558205385753,50,125,20
68,-0.150744655810687,0.7739952616088273,50,225,20
69,4.043096784049698,4.825621769005238,0,25,10
70,0.1608894564555587,3.884997455557212,50,225,5
71,-1.31097496430601,-2.762470252133157,0,25,5
72,1.4313089662080962,-3.3806442598207145,50,125,20
73,4.020652112172549,4.249264596547938,0,25,5
74,-1.2363970383767242,-2.115787125382642,0,25,5
75,2.089268241951916,-3.4330510667561533,25,50,5
76,-3.452005745346256,1.486219838242306,25,100,10
77,2.041510424070915,-1.3155176524350685,0,25,5
78,4.765064666048648,4.224998308715342,25,50,20
79,-4.796589801847745,-2.1303574695028877,0,50,20
80,-1.5536727132490813,-1.6792912400860427,50,225,20
81,1.075695910009273,1.6444492198100669,125,225,20
82,-1.075038491520969,4.621038207673184,50,125,5
83,-0.8768376959506057,-3.5448969296603448,0,50,10
84,-1.990479455922598,-4.467081609709301,125,225,10
85,3.7409195658707457,2.72681248989378,25,50,20
86,-1.2865740361558728,-0.8757107686892729,0,25,5
87,2.280335763840606,3.998820624714069,0,25,5
88,-1.3269400630042858,-1.658782150005341,0,25,5
89,-1.482516602558185,0.3349450137018976,125,225,5
90,4.887269480960077,1.785686551383007,0,50,20
91,-3.5530971164112755,-1.2950581281762463,0,50,10
92,0.9110939291980946,4.999362520048232,0,25,5
93,1.783497637506538,-4.4679900194039455,0,25,5
94,0.1365279085882349,3.698661382844355,25,100,20
95,1.055370077602734,-0.898258398789757,0,25,20
96,1.2931348368706672,2.9064171412354467,0,50,5
