,x,y,low,upper,weight
0,2.3258025927634653,-3.112627240025587,225,250,5
1,4.337540575242736,-2.7895975033200293,0,25,5
2,1.549593812442767,-4.837441358568297,225,475,20
3,-0.0759521489926662,-1.7518074116091389,0,25,10
4,-3.927457475154213,-4.436628710918653,25,100,20
5,-1.853308234732661,2.6332401333077096,225,250,10
6,-3.630760974713115,-1.1749206659796774,475,475,20
7,-3.4294767398137926,3.8974162340998495,225,250,10
8,-1.0673013452110602,3.2240760432882727,0,25,20
9,3.294557296755796,-2.9769386664259665,0,25,10
