,x,y,low,upper,weight
0,1.1490161216899617,-0.2769321932960471,200,200,5
1,-0.4485830768049044,-2.095486823301276,0,50,5
2,1.316718352241379,1.9353884622763289,25,100,20
3,-2.182391931493866,-0.9728523178861463,400,400,10
4,-0.8764150354801918,0.1797651850367754,200,400,20
5,-1.7717480961959793,0.6058349200292708,75,175,10
6,1.8211662777848323,1.398055004237326,75,175,5
7,1.9751263305970197,0.8356370278464444,25,100,20
8,0.2926258828164125,-0.6254074714041924,25,50,5
9,1.50931197543928,-2.452486836140179,400,400,10
