,x,y,low,upper,weight
0,2.281011855672591,1.659570968355509,0,50,20
1,-0.5571477836229501,3.6597955303634784,50,75,10
2,-4.444208080339682,3.079039921092265,150,300,20
3,3.651738904068525,-0.1290609509008033,0,25,20
4,3.77355434211642,1.3636279866906662,300,300,5
5,0.2592919873772326,1.630707421487969,50,125,5
6,-0.2870616073440537,0.3912578556252031,50,125,20
7,-1.849268134261016,4.822993279178654,0,25,20
8,-3.2406024813106016,2.135542396631976,50,75,20
9,4.462406902321378,-4.473769470041434,25,50,5
10,2.06263219068094,1.2286296659354692,0,25,10
11,-2.885466768630004,-0.2354666955342796,0,25,5
12,0.8762775953333781,0.2229014183380195,0,25,20
13,-1.29803262728878,2.414718042702596,50,75,5
14,3.056400428092248,-1.9094152593610236,25,75,5
15,3.969571809389184,-0.9417270957009504,50,125,10
16,-4.804624833131629,-2.999656680362366,50,75,5
17,-4.401260317868275,-2.93266574662346,300,300,5
18,4.367696388051261,4.909907443646308,0,25,5
19,-4.468362509975864,4.7137367116413085,150,300,5
