,x,y,low,upper,weight
0,4.565606982233382,-3.46263389611761,25,50,5
1,4.077279763723794,0.4036397491624939,50,125,10
2,8.391088145715308,6.324761363653543,25,75,10
3,1.4052622377898611,0.4120585005510158,0,25,20
4,5.331027786534904,1.463235485256302,275,275,5
5,-7.650424078777112,-9.458382432790122,0,25,5
6,2.3583810862618755,8.657221286470868,150,275,10
7,-1.4249528019941788,4.771940358988216,0,25,20
8,1.6926588540853942,3.558167270419734,275,275,5
9,-7.168614294932709,-4.827792487714559,150,150,5
10,5.706869335735272,7.76086304840236,50,75,5
11,-0.7632871014133435,7.501608867423183,25,75,20
12,-6.767838189277857,0.6837996680833154,50,125,20
13,1.8728552607743647,7.67039197883792,150,275,20
14,-7.661695966170782,-0.4633137420504578,25,75,20
15,9.270533197231885,-5.2353697546095646,0,25,20
16,-0.3318883557973855,5.578253712178059,25,75,5
17,7.362565424618786,1.3378391870123387,0,25,5
18,1.4039605548915883,-0.1325386865998403,50,125,10
19,-1.5167835285358071,6.672559037602625,50,75,20
